Place_Id,Place_Ratings,Place_Name,Category,City,Price,Rating
196,5,Pantai Ngrenehan,Bahari,Yogyakarta,3000,4.4
270,4,Bukit Bintang,Cagar Alam,Bandung,25000,4.6
38,1,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6
224,1,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2
325,1,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7
152,3,Pantai Patihan,Bahari,Yogyakarta,5000,4.1
338,3,Lawang Sewu,Budaya,Semarang,10000,4.6
134,5,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
420,2,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5
404,4,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2
345,1,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7
273,1,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
274,1,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6
368,1,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5
248,4,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7
68,3,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4
32,4,Setu Babakan,Budaya,Jakarta,0,4.4
309,4,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5
401,1,Taman Keputran,Taman Hiburan,Surabaya,0,4.3
251,2,Taman Lansia,Taman Hiburan,Bandung,0,4.4
179,5,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6
127,1,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3
318,1,Situ Patenggang,Cagar Alam,Bandung,20000,4.5
74,4,Museum Tengah Kebun,Budaya,Jakarta,0,4.6
349,5,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3
80,5,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,0,4.7
236,5,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6
339,5,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5
291,4,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
114,4,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
307,1,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,4.4
30,5,Taman Menteng,Taman Hiburan,Jakarta,0,4.5
227,3,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6
305,5,Sunrise Point Cukul,Cagar Alam,Bandung,10000,4.6
90,1,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
122,4,Watu Goyang,Budaya,Yogyakarta,2500,4.4
53,1,Rumah Sipitung,Budaya,Jakarta,5000,4.5
118,2,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,5000,4.6
178,5,Goa Pindul,Cagar Alam,Yogyakarta,40000,4.5
233,2,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6
31,2,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3
425,4,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1
283,1,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6
395,2,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6
158,3,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5
385,3,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4
24,3,Museum Nasional,Budaya,Jakarta,5000,4.6
41,4,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4
424,4,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2
90,1,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
8,3,Ocean Ecopark,Taman Hiburan,Jakarta,180000,4.0
218,2,Kawah Putih,Cagar Alam,Bandung,81000,4.5
180,5,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
81,4,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4
191,1,Pantai Drini,Bahari,Yogyakarta,10000,4.5
437,5,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8
27,3,Sea World,Taman Hiburan,Jakarta,115000,4.5
181,3,Pantai Sundak,Bahari,Yogyakarta,5000,4.5
109,5,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5
168,2,Pantai Timang,Bahari,Yogyakarta,10000,4.7
34,4,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4
257,2,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3
358,4,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1
375,2,Kota Lama Semarang,Budaya,Semarang,0,4.7
46,2,Pulau Semak Daun,Bahari,Jakarta,40000,4.0
207,1,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4
151,2,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4
170,2,Candi Borobudur,Budaya,Yogyakarta,50000,4.7
89,5,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
41,4,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4
401,5,Taman Keputran,Taman Hiburan,Surabaya,0,4.3
425,2,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1
28,3,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5
324,2,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
315,2,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2
35,2,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7
110,1,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,3000,4.6
216,1,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
289,3,Curug Aseupan,Cagar Alam,Bandung,10000,4.7
289,2,Curug Aseupan,Cagar Alam,Bandung,10000,4.7
45,2,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
107,2,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6
388,2,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
19,1,Kidzania,Taman Hiburan,Jakarta,185000,4.6
357,5,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1
74,2,Museum Tengah Kebun,Budaya,Jakarta,0,4.6
315,3,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2
16,1,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
268,5,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6
344,5,Pantai Marina,Bahari,Semarang,3000,4.1
46,2,Pulau Semak Daun,Bahari,Jakarta,40000,4.0
141,4,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,3000,4.5
433,5,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
160,3,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,0,4.4
421,5,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4
417,4,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5
313,2,Taman Begonia,Cagar Alam,Bandung,10000,4.4
220,3,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5
342,5,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5
176,2,Museum Gunung Merapi,Budaya,Yogyakarta,10000,4.4
323,2,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9
93,1,Gembira Loka Zoo,Cagar Alam,Yogyakarta,60000,4.5
149,4,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4
73,5,Museum Perangko,Budaya,Jakarta,5000,4.4
33,3,Taman Suropati,Taman Hiburan,Jakarta,0,4.6
277,3,Peta Park,Taman Hiburan,Bandung,15000,4.3
330,1,Bandros City Tour,Budaya,Bandung,40000,4.4
144,1,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
276,4,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1
355,4,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6
388,3,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
388,5,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
436,2,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6
280,1,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9
329,2,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4
366,4,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4
277,4,Peta Park,Taman Hiburan,Bandung,15000,4.3
70,5,Perpustakaan Nasional,Budaya,Jakarta,0,4.7
344,2,Pantai Marina,Bahari,Semarang,3000,4.1
112,5,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5
47,5,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5
389,2,Brown Canyon,Cagar Alam,Semarang,0,4.2
275,2,Curug Cipanas,Cagar Alam,Bandung,20000,3.9
261,5,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3
352,1,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6
330,4,Bandros City Tour,Budaya,Bandung,40000,4.4
321,4,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4
203,5,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3
52,2,Kampung Cina,Budaya,Jakarta,15000,4.5
217,4,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0
85,1,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,6000,4.5
417,1,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5
35,5,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7
53,5,Rumah Sipitung,Budaya,Jakarta,5000,4.5
13,1,Pulau Pramuka,Bahari,Jakarta,5000,4.2
216,2,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
202,4,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5
55,2,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5
331,4,Kyotoku Floating Market,Budaya,Bandung,175000,4.5
325,1,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7
216,3,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
285,4,Taman Sejarah Bandung,Budaya,Bandung,0,4.6
48,4,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6
331,5,Kyotoku Floating Market,Budaya,Bandung,175000,4.5
348,2,Pura Giri Natha,Budaya,Semarang,20000,4.7
346,5,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6
286,2,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4
45,5,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
240,2,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4
190,4,Pantai Samas,Bahari,Yogyakarta,4000,4.0
219,5,Tebing Karaton,Cagar Alam,Bandung,15000,4.5
28,5,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5
295,2,Museum Nike Ardilla,Budaya,Bandung,0,4.6
416,5,Keraton Surabaya,Budaya,Surabaya,0,4.4
177,5,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5
135,5,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
242,5,Curug Dago,Cagar Alam,Bandung,12000,4.0
5,4,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5
163,1,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5
313,2,Taman Begonia,Cagar Alam,Bandung,10000,4.4
376,1,Semarang Chinatown,Budaya,Semarang,30000,4.5
207,3,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4
123,2,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,0,4.3
43,2,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4
57,1,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7
103,2,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
65,4,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6
295,1,Museum Nike Ardilla,Budaya,Bandung,0,4.6
48,5,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6
102,1,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5
174,2,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,0,4.5
4,2,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5
109,2,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5
283,5,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6
398,3,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
23,1,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8
173,2,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4
193,1,Candi Sewu,Budaya,Yogyakarta,50000,4.6
288,2,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8
279,3,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8
207,1,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4
24,4,Museum Nasional,Budaya,Jakarta,5000,4.6
228,2,Museum Sri Baduga,Budaya,Bandung,3000,4.5
189,4,Pantai Nguluran,Bahari,Yogyakarta,10000,4.1
377,4,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5
418,1,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7
51,3,Jakarta Planetarium,Taman Hiburan,Jakarta,12000,4.1
415,3,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6
114,2,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
103,3,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
302,1,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7
312,3,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5
16,3,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
74,1,Museum Tengah Kebun,Budaya,Jakarta,0,4.6
263,5,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1
409,5,Rumah Batik,Budaya,Surabaya,0,4.5
220,3,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5
409,2,Rumah Batik,Budaya,Surabaya,0,4.5
190,5,Pantai Samas,Bahari,Yogyakarta,4000,4.0
232,4,Bukit Moko,Cagar Alam,Bandung,25000,4.5
16,1,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
103,4,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
300,4,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4
135,2,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
302,2,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7
268,2,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6
278,3,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9
185,3,Pantai Krakal,Bahari,Yogyakarta,10000,4.5
369,2,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4
316,5,Curug Malela,Cagar Alam,Bandung,10000,4.4
150,1,Wisata Kraton Jogja,Budaya,Yogyakarta,7000,4.7
24,2,Museum Nasional,Budaya,Jakarta,5000,4.6
148,4,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3
244,2,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
291,4,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
127,1,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3
378,5,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2
422,3,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
361,1,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1
416,5,Keraton Surabaya,Budaya,Surabaya,0,4.4
244,4,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
159,3,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5
121,1,Candi Prambanan,Budaya,Yogyakarta,50000,4.7
363,1,Pantai Maron,Bahari,Semarang,5000,3.4
138,5,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4
296,4,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4
295,4,Museum Nike Ardilla,Budaya,Bandung,0,4.6
198,1,Pantai Greweng,Bahari,Yogyakarta,5000,4.6
422,5,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
391,2,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1
90,5,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
3,4,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6
95,3,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0
273,2,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
382,3,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3
226,5,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4
113,3,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6
75,4,SnowBay Waterpark,Taman Hiburan,Jakarta,180000,4.3
97,3,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5
310,2,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1
434,2,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6
184,3,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4
221,2,Museum Geologi Bandung,Budaya,Bandung,2000,4.6
106,4,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8
67,3,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2
387,2,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3
244,1,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
70,4,Perpustakaan Nasional,Budaya,Jakarta,0,4.7
419,2,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7
312,4,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5
222,1,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6
205,2,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5
241,3,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4
186,2,Pantai Glagah,Bahari,Yogyakarta,5000,4.4
406,3,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4
335,2,Candi Gedong Songo,Budaya,Semarang,10000,4.5
89,4,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
157,3,Pantai Baron,Bahari,Yogyakarta,10000,4.4
145,5,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1
279,5,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8
43,3,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4
272,1,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3
264,2,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8
186,5,Pantai Glagah,Bahari,Yogyakarta,5000,4.4
291,4,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
149,5,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4
267,4,Panama Park 825,Taman Hiburan,Bandung,50000,4.4
258,2,Museum Gedung Sate,Budaya,Bandung,5000,4.6
221,4,Museum Geologi Bandung,Budaya,Bandung,2000,4.6
273,2,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
112,1,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5
225,3,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
170,5,Candi Borobudur,Budaya,Yogyakarta,50000,4.7
225,2,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
67,2,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2
53,2,Rumah Sipitung,Budaya,Jakarta,5000,4.5
136,4,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5
250,1,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1
217,3,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0
19,5,Kidzania,Taman Hiburan,Jakarta,185000,4.6
99,1,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4
200,3,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6
369,2,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4
190,2,Pantai Samas,Bahari,Yogyakarta,4000,4.0
410,2,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3
11,2,Pulau Bidadari,Bahari,Jakarta,5000,4.6
153,1,Pantai Kukup,Bahari,Yogyakarta,10000,4.0
323,4,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9
249,5,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0
2,2,Kota Tua,Budaya,Jakarta,0,4.6
134,1,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
362,2,Danau Rawa Pening,Cagar Alam,Semarang,15000,4.4
103,4,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
126,1,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3
50,2,Museum Joang 45,Budaya,Jakarta,2000,4.0
2,4,Kota Tua,Budaya,Jakarta,0,4.6
339,1,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5
99,1,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4
162,2,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5
111,2,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,3000,4.5
373,1,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5
33,3,Taman Suropati,Taman Hiburan,Jakarta,0,4.6
129,4,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5
17,1,Museum Fatahillah,Budaya,Jakarta,5000,4.4
180,2,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
413,3,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5
314,1,Tafso Barn,Cagar Alam,Bandung,0,4.2
266,3,Caringin Tilu,Cagar Alam,Bandung,0,4.4
56,3,Pantai Ancol,Bahari,Jakarta,25000,4.4
79,3,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6
254,3,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3
248,5,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7
225,3,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
23,3,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8
114,1,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
372,3,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8
157,2,Pantai Baron,Bahari,Yogyakarta,10000,4.4
45,3,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
40,4,Galeri Nasional Indonesia,Budaya,Jakarta,0,4.6
413,3,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5
180,1,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
95,4,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0
41,4,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4
144,4,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
278,5,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9
336,3,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4
135,4,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
269,1,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5
389,1,Brown Canyon,Cagar Alam,Semarang,0,4.2
324,4,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
42,2,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4
403,1,Taman Barunawati,Taman Hiburan,Surabaya,0,4.2
252,2,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8
348,3,Pura Giri Natha,Budaya,Semarang,20000,4.7
188,2,Pantai Sadranan,Bahari,Yogyakarta,10000,4.6
64,2,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
300,4,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4
285,1,Taman Sejarah Bandung,Budaya,Bandung,0,4.6
231,4,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4
374,2,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4
288,3,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8
430,5,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4
47,2,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5
154,4,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5
275,1,Curug Cipanas,Cagar Alam,Bandung,20000,3.9
135,4,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
89,2,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
144,1,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
13,1,Pulau Pramuka,Bahari,Jakarta,5000,4.2
405,2,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4
327,3,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4
111,3,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,3000,4.5
388,2,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
38,5,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6
18,1,Museum Bank Indonesia,Budaya,Jakarta,2000,4.7
114,2,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
398,3,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1
422,5,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
373,2,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5
352,5,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6
64,1,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
408,5,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3
52,5,Kampung Cina,Budaya,Jakarta,15000,4.5
372,4,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8
16,4,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
376,5,Semarang Chinatown,Budaya,Semarang,30000,4.5
50,2,Museum Joang 45,Budaya,Jakarta,2000,4.0
304,1,Situ Cileunca,Cagar Alam,Bandung,2500,4.4
312,5,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5
369,1,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4
236,2,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6
319,4,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3
324,1,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
393,3,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4
81,5,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4
296,5,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4
353,4,Taman Srigunting,Taman Hiburan,Semarang,0,4.7
247,5,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4
298,5,Gunung Lalakon,Cagar Alam,Bandung,0,4.8
385,3,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4
255,4,Museum Barli,Budaya,Bandung,15000,4.4
